global_sequence,review_batch,batch_sequence,review_tier,record_id,headword_candidate,normalized,part_of_speech,entry_type,source_page_approx,ocr_confidence,existing_master,verification_status,human_review_required
1977,n1906-020,77,1:simple-historical-word,kha-n1906-002933,sbuu,sbuu,adjective,word,205,0.975,no,pending,yes
1978,n1906-020,78,1:simple-historical-word,kha-n1906-002947,sdung,sdung,adjective,word,206,0.975,no,pending,yes
1979,n1906-020,79,1:simple-historical-word,kha-n1906-002949,sei,sei,verb,word,206,0.975,no,pending,yes
1980,n1906-020,80,1:simple-historical-word,kha-n1906-002951,seisoh,seisoh,adjective,word,206,0.975,no,pending,yes
1981,n1906-020,81,1:simple-historical-word,kha-n1906-002952,sem,sem,noun,word,206,0.975,no,pending,yes
1982,n1906-020,82,1:simple-historical-word,kha-n1906-003000,sh'ah,sh'ah,noun,word,209,0.975,no,pending,yes
1983,n1906-020,83,1:simple-historical-word,kha-n1906-003075,sh'iap,sh'iap,noun,word,213,0.975,no,pending,yes
1984,n1906-020,84,1:simple-historical-word,kha-n1906-003093,sh'ing,sh'ing,noun,word,214,0.975,no,pending,yes
1985,n1906-020,85,1:simple-historical-word,kha-n1906-002985,shabdr,shabdr,adverb,word,208,0.975,no,pending,yes
1986,n1906-020,86,1:simple-historical-word,kha-n1906-002984,shabein,shabein,adverb,word,208,0.975,no,pending,yes
1987,n1906-020,87,1:simple-historical-word,kha-n1906-002986,shabi,shabi,noun,word,208,0.975,no,pending,yes
1988,n1906-020,88,1:simple-historical-word,kha-n1906-002993,shad,shad,verb,word,208,0.975,no,pending,yes
1989,n1906-020,89,1:simple-historical-word,kha-n1906-002994,shadem,shadem,noun,word,208,0.975,no,pending,yes
1990,n1906-020,90,1:simple-historical-word,kha-n1906-002995,shadien,shadien,adverb,word,208,0.975,no,pending,yes
1991,n1906-020,91,1:simple-historical-word,kha-n1906-002996,shador,shador,noun,word,208,0.975,no,pending,yes
1992,n1906-020,92,1:simple-historical-word,kha-n1906-002998,shaduh,shaduh,adverb,word,209,0.975,no,pending,yes
1993,n1906-020,93,1:simple-historical-word,kha-n1906-003002,shahaw,shahaw,adverb,word,209,0.975,no,pending,yes
1994,n1906-020,94,1:simple-historical-word,kha-n1906-003001,shahksew,shahksew,noun,word,209,0.975,no,pending,yes
1995,n1906-020,95,1:simple-historical-word,kha-n1906-003004,shahshkor,shahshkor,verb,word,209,0.975,no,pending,yes
1996,n1906-020,96,1:simple-historical-word,kha-n1906-003010,shaia,shaia,adjective,word,209,0.975,no,pending,yes
1997,n1906-020,97,1:simple-historical-word,kha-n1906-003005,shaia,shaia,adverb,word,209,0.975,no,pending,yes
1998,n1906-020,98,1:simple-historical-word,kha-n1906-003007,shain,shain,verb,word,209,0.975,no,pending,yes
1999,n1906-020,99,1:simple-historical-word,kha-n1906-003008,shaiong,shaiong,verb,word,209,0.975,no,pending,yes
2000,n1906-020,100,1:simple-historical-word,kha-n1906-003009,shaitmet,shaitmet,verb,word,209,0.975,no,pending,yes
2001,n1906-021,1,1:simple-historical-word,kha-n1906-002987,shakhait,shakhait,verb,word,208,0.975,no,pending,yes
2002,n1906-021,2,1:simple-historical-word,kha-n1906-002988,shakhat,shakhat,noun,word,208,0.975,no,pending,yes
2003,n1906-021,3,1:simple-historical-word,kha-n1906-002989,shakri,shakri,noun,word,208,0.975,no,pending,yes
2004,n1906-021,4,1:simple-historical-word,kha-n1906-002990,shaku,shaku,noun,word,208,0.975,no,pending,yes
2005,n1906-021,5,1:simple-historical-word,kha-n1906-002991,shakuriaw,shakuriaw,noun,word,208,0.975,no,pending,yes
2006,n1906-021,6,1:simple-historical-word,kha-n1906-002992,shakyntir,shakyntir,noun,word,208,0.975,no,pending,yes
2007,n1906-021,7,1:simple-historical-word,kha-n1906-003012,shalai,shalai,verb,word,209,0.975,no,pending,yes
2008,n1906-021,8,1:simple-historical-word,kha-n1906-003011,shalak,shalak,adjective,word,209,0.975,no,pending,yes
2009,n1906-021,9,1:simple-historical-word,kha-n1906-003013,shalami,shalami,adjective,word,209,0.950,no,pending,yes
2010,n1906-021,10,1:simple-historical-word,kha-n1906-003014,shalan,shalan,verb,word,209,0.975,no,pending,yes
2011,n1906-021,11,1:simple-historical-word,kha-n1906-003015,shalani,shalani,noun,word,209,0.975,no,pending,yes
2012,n1906-021,12,1:simple-historical-word,kha-n1906-003016,shalor,shalor,adverb,word,209,0.975,no,pending,yes
2013,n1906-021,13,1:simple-historical-word,kha-n1906-003018,shalynnai,shalynnai,noun,word,210,0.975,no,pending,yes
2014,n1906-021,14,1:simple-historical-word,kha-n1906-003022,shamoit,shamoit,noun,word,210,0.975,no,pending,yes
2015,n1906-021,15,1:simple-historical-word,kha-n1906-003021,shamok,shamok,verb,word,210,0.975,no,pending,yes
2016,n1906-021,16,1:simple-historical-word,kha-n1906-003024,shana,shana,noun,word,210,0.975,no,pending,yes
2017,n1906-021,17,1:simple-historical-word,kha-n1906-003026,shanduwa,shanduwa,noun,word,210,0.975,no,pending,yes
2018,n1906-021,18,1:simple-historical-word,kha-n1906-003027,shane,shane,adverb,word,210,0.975,no,pending,yes
2019,n1906-021,19,1:simple-historical-word,kha-n1906-003028,shaneng,shaneng,adverb,word,210,0.975,no,pending,yes
2020,n1906-021,20,1:simple-historical-word,kha-n1906-002999,shang,shang,noun,word,209,0.975,no,pending,yes
2021,n1906-021,21,1:simple-historical-word,kha-n1906-003029,shaniah,shaniah,verb,word,210,0.975,no,pending,yes
2022,n1906-021,22,1:simple-historical-word,kha-n1906-003031,shano,shano,adverb,word,210,0.975,no,pending,yes
2023,n1906-021,23,1:simple-historical-word,kha-n1906-003034,shaphrang,shaphrang,adverb,word,210,0.975,no,pending,yes
2024,n1906-021,24,1:simple-historical-word,kha-n1906-003035,shaphrat,shaphrat,noun,word,210,0.975,no,pending,yes
2025,n1906-021,25,1:simple-historical-word,kha-n1906-003037,shapnloit,shapnloit,noun,word,210,0.975,no,pending,yes
2026,n1906-021,26,1:simple-historical-word,kha-n1906-003036,shapoh,shapoh,adverb,word,210,0.975,no,pending,yes
2027,n1906-021,27,1:simple-historical-word,kha-n1906-003039,shara,shara,noun,word,210,0.975,no,pending,yes
2028,n1906-021,28,1:simple-historical-word,kha-n1906-003041,sharai,sharai,verb,word,211,0.975,no,pending,yes
2029,n1906-021,29,1:simple-historical-word,kha-n1906-003040,sharak,sharak,noun,word,210,0.975,no,pending,yes
2030,n1906-021,30,1:simple-historical-word,kha-n1906-003042,sharati,sharati,noun,word,211,0.975,no,pending,yes
2031,n1906-021,31,1:simple-historical-word,kha-n1906-003043,share,share,adverb,word,211,0.975,no,pending,yes
2032,n1906-021,32,1:simple-historical-word,kha-n1906-003045,shariid,shariid,adverb,word,211,0.975,no,pending,yes
2033,n1906-021,33,1:simple-historical-word,kha-n1906-003044,sharing,sharing,noun,word,211,0.975,no,pending,yes
2034,n1906-021,34,1:simple-historical-word,kha-n1906-003046,sharum,sharum,adverb,word,211,0.975,no,pending,yes
2035,n1906-021,35,1:simple-historical-word,kha-n1906-003047,sharyntoh,sharyntoh,noun,word,211,0.975,no,pending,yes
2036,n1906-021,36,1:simple-historical-word,kha-n1906-003048,shata,shata,adverb,word,211,0.975,no,pending,yes
2037,n1906-021,37,1:simple-historical-word,kha-n1906-003050,shatei,shatei,adverb,word,211,0.975,no,pending,yes
2038,n1906-021,38,1:simple-historical-word,kha-n1906-003051,shathie,shathie,adverb,word,211,0.975,no,pending,yes
2039,n1906-021,39,1:simple-historical-word,kha-n1906-003052,shaton,shaton,noun,word,211,0.975,no,pending,yes
2040,n1906-021,40,1:simple-historical-word,kha-n1906-003055,shawei,shawei,adverb,word,211,0.975,no,pending,yes
2041,n1906-021,41,1:simple-historical-word,kha-n1906-003054,shawkad,shawkad,noun,word,211,0.975,no,pending,yes
2042,n1906-021,42,1:simple-historical-word,kha-n1906-003057,shawroi,shawroi,noun,word,211,0.975,no,pending,yes
2043,n1906-021,43,1:simple-historical-word,kha-n1906-003065,shemphang,shemphang,verb,word,212,0.975,no,pending,yes
2044,n1906-021,44,1:simple-historical-word,kha-n1906-003066,shemsang,shemsang,verb,word,212,0.975,no,pending,yes
2045,n1906-021,45,1:simple-historical-word,kha-n1906-003068,sheptieng,sheptieng,verb,word,212,0.975,no,pending,yes
2046,n1906-021,46,1:simple-historical-word,kha-n1906-003069,sherkhang,sherkhang,verb,word,212,0.975,no,pending,yes
2047,n1906-021,47,1:simple-historical-word,kha-n1906-003076,shibhdr,shibhdr,noun,word,213,0.975,no,pending,yes
2048,n1906-021,48,1:simple-historical-word,kha-n1906-003077,shibriew,shibriew,noun,word,213,0.975,no,pending,yes
2049,n1906-021,49,1:simple-historical-word,kha-n1906-003078,shibyllien,shibyllien,adverb,word,213,0.975,no,pending,yes
2050,n1906-021,50,1:simple-historical-word,kha-n1906-003079,shibynta,shibynta,noun,word,213,0.975,no,pending,yes
2051,n1906-021,51,1:simple-historical-word,kha-n1906-003090,shida,shida,adjective,word,214,0.975,no,pending,yes
2052,n1906-021,52,1:simple-historical-word,kha-n1906-003126,shidr,shidr,adverb,word,216,0.975,no,pending,yes
2053,n1906-021,53,1:simple-historical-word,kha-n1906-003082,shikdw,shikdw,noun,word,213,0.975,no,pending,yes
2054,n1906-021,54,1:simple-historical-word,kha-n1906-003083,shikham,shikham,noun,word,213,0.975,no,pending,yes
2055,n1906-021,55,1:simple-historical-word,kha-n1906-003084,shikhem,shikhem,noun,word,213,0.975,no,pending,yes
2056,n1906-021,56,1:simple-historical-word,kha-n1906-003085,shikhub,shikhub,noun,word,213,0.975,no,pending,yes
2057,n1906-021,57,1:simple-historical-word,kha-n1906-003089,shikyntien,shikyntien,noun,word,214,0.975,no,pending,yes
2058,n1906-021,58,1:simple-historical-word,kha-n1906-003102,shilot,shilot,noun,word,214,0.975,no,pending,yes
2059,n1906-021,59,1:simple-historical-word,kha-n1906-003111,shini,shini,noun,word,215,0.975,no,pending,yes
2060,n1906-021,60,1:simple-historical-word,kha-n1906-003112,shiphang,shiphang,adverb,word,215,0.975,no,pending,yes
2061,n1906-021,61,1:simple-historical-word,kha-n1906-003115,shipung,shipung,noun,word,215,0.975,no,pending,yes
2062,n1906-021,62,1:simple-historical-word,kha-n1906-003116,shir,shir,noun,word,215,0.975,no,pending,yes
2063,n1906-021,63,1:simple-historical-word,kha-n1906-003119,shisha,shisha,adjective,word,215,0.975,no,pending,yes
2064,n1906-021,64,1:simple-historical-word,kha-n1906-003118,shisien,shisien,adverb,word,215,0.975,no,pending,yes
2065,n1906-021,65,1:simple-historical-word,kha-n1906-003120,shisyndon,shisyndon,adverb,word,216,0.975,no,pending,yes
2066,n1906-021,66,1:simple-historical-word,kha-n1906-003121,shit,shit,adjective,word,216,0.975,no,pending,yes
2067,n1906-021,67,1:simple-historical-word,kha-n1906-003124,shithi,shithi,noun,word,216,0.975,no,pending,yes
2068,n1906-021,68,1:simple-historical-word,kha-n1906-003125,shithoh,shithoh,noun,word,216,0.975,no,pending,yes
2069,n1906-021,69,1:simple-historical-word,kha-n1906-003127,shitom,shitom,noun,word,216,0.975,no,pending,yes
2070,n1906-021,70,1:simple-historical-word,kha-n1906-003131,shiwat,shiwat,adverb,word,216,0.975,no,pending,yes
2071,n1906-021,71,1:simple-historical-word,kha-n1906-003058,shkait,shkait,adverb,word,211,0.975,no,pending,yes
2072,n1906-021,72,1:simple-historical-word,kha-n1906-003059,shkdw,shkdw,noun,word,211,0.975,no,pending,yes
2073,n1906-021,73,1:simple-historical-word,kha-n1906-003060,shken,shken,noun,word,211,0.975,no,pending,yes
2074,n1906-021,74,1:simple-historical-word,kha-n1906-003061,shkiah,shkiah,verb,word,211,0.975,no,pending,yes
2075,n1906-021,75,1:simple-historical-word,kha-n1906-003062,shkor,shkor,noun,word,212,0.975,no,pending,yes
2076,n1906-021,76,1:simple-historical-word,kha-n1906-003133,shlei,shlei,verb,word,217,0.975,no,pending,yes
2077,n1906-021,77,1:simple-historical-word,kha-n1906-003134,shlem,shlem,noun,word,217,0.975,no,pending,yes
2078,n1906-021,78,1:simple-historical-word,kha-n1906-003135,shlim,shlim,noun,word,217,0.975,no,pending,yes
2079,n1906-021,79,1:simple-historical-word,kha-n1906-003136,shlur,shlur,adjective,word,217,0.975,no,pending,yes
2080,n1906-021,80,1:simple-historical-word,kha-n1906-003137,shmoh,shmoh,noun,word,217,0.975,no,pending,yes
2081,n1906-021,81,1:simple-historical-word,kha-n1906-003138,shmuin,shmuin,adverb,word,217,0.975,no,pending,yes
2082,n1906-021,82,1:simple-historical-word,kha-n1906-003139,shnat,shnat,noun,word,217,0.975,no,pending,yes
2083,n1906-021,83,1:simple-historical-word,kha-n1906-003140,shnet,shnet,noun,word,217,0.975,no,pending,yes
2084,n1906-021,84,1:simple-historical-word,kha-n1906-003072,shngain,shngain,verb,word,212,0.975,no,pending,yes
2085,n1906-021,85,1:simple-historical-word,kha-n1906-003141,shniah,shniah,noun,word,217,0.975,no,pending,yes
2086,n1906-021,86,1:simple-historical-word,kha-n1906-003142,shniuh,shniuh,noun,word,217,0.975,no,pending,yes
2087,n1906-021,87,1:simple-historical-word,kha-n1906-003179,shohshkor,shohshkor,noun,word,219,0.975,no,pending,yes
2088,n1906-021,88,1:simple-historical-word,kha-n1906-003180,shoifi,shoifi,adverb,word,219,0.975,no,pending,yes
2089,n1906-021,89,1:simple-historical-word,kha-n1906-003144,shongkai,shongkai,verb,word,217,0.975,no,pending,yes
2090,n1906-021,90,1:simple-historical-word,kha-n1906-003146,shongksaw,shongksaw,verb,word,217,0.975,no,pending,yes
2091,n1906-021,91,1:simple-historical-word,kha-n1906-003147,shongksuid,shongksuid,verb,word,217,0.975,no,pending,yes
2092,n1906-021,92,1:simple-historical-word,kha-n1906-003148,shongkulai,shongkulai,verb,word,218,0.975,no,pending,yes
2093,n1906-021,93,1:simple-historical-word,kha-n1906-003149,shongkun,shongkun,verb,word,218,0.975,no,pending,yes
2094,n1906-021,94,1:simple-historical-word,kha-n1906-003150,shongkur,shongkur,verb,word,218,0.975,no,pending,yes
2095,n1906-021,95,1:simple-historical-word,kha-n1906-003151,shongkurim,shongkurim,verb,word,218,0.975,no,pending,yes
2096,n1906-021,96,1:simple-historical-word,kha-n1906-003153,shongkyrndi,shongkyrndi,verb,word,218,0.975,no,pending,yes
2097,n1906-021,97,1:simple-historical-word,kha-n1906-003154,shongkyrni,shongkyrni,verb,word,218,0.975,no,pending,yes
2098,n1906-021,98,1:simple-historical-word,kha-n1906-003155,shongkyrthai,shongkyrthai,verb,word,218,0.975,no,pending,yes
2099,n1906-021,99,1:simple-historical-word,kha-n1906-003165,shongsah,shongsah,verb,word,218,0.975,no,pending,yes
2100,n1906-021,100,1:simple-historical-word,kha-n1906-003164,shongsang,shongsang,verb,word,218,0.975,no,pending,yes
2101,n1906-022,1,1:simple-historical-word,kha-n1906-003167,shongshan,shongshan,verb,word,218,0.975,no,pending,yes
2102,n1906-022,2,1:simple-historical-word,kha-n1906-003169,shongsynran,shongsynran,verb,word,219,0.975,no,pending,yes
2103,n1906-022,3,1:simple-historical-word,kha-n1906-003170,shongsynri,shongsynri,verb,word,219,0.975,no,pending,yes
2104,n1906-022,4,1:simple-historical-word,kha-n1906-003171,shongsynrop,shongsynrop,verb,word,219,0.975,no,pending,yes
2105,n1906-022,5,1:simple-historical-word,kha-n1906-003156,shonkynrong,shonkynrong,verb,word,218,0.975,no,pending,yes
2106,n1906-022,6,1:simple-historical-word,kha-n1906-003182,shrah,shrah,noun,word,219,0.975,no,pending,yes
2107,n1906-022,7,1:simple-historical-word,kha-n1906-003181,shrang,shrang,adjective,word,219,0.975,no,pending,yes
2108,n1906-022,8,1:simple-historical-word,kha-n1906-003184,shrei,shrei,adverb,word,220,0.975,no,pending,yes
2109,n1906-022,9,1:simple-historical-word,kha-n1906-003185,shrem,shrem,adverb,word,220,0.975,no,pending,yes
2110,n1906-022,10,1:simple-historical-word,kha-n1906-003183,shreng,shreng,noun,word,220,0.975,no,pending,yes
2111,n1906-022,11,1:simple-historical-word,kha-n1906-003186,shrieh,shrieh,noun,word,220,0.975,no,pending,yes
2112,n1906-022,12,1:simple-historical-word,kha-n1906-003187,shrip,shrip,noun,word,220,0.975,no,pending,yes
2113,n1906-022,13,1:simple-historical-word,kha-n1906-003189,shroin,shroin,adjective,word,220,0.975,no,pending,yes
2114,n1906-022,14,1:simple-historical-word,kha-n1906-003188,shrong,shrong,noun,word,220,0.975,no,pending,yes
2115,n1906-022,15,1:simple-historical-word,kha-n1906-003190,shrop,shrop,adverb,word,220,0.975,no,pending,yes
2116,n1906-022,16,1:simple-historical-word,kha-n1906-003191,shu,shu,adverb,word,220,0.975,no,pending,yes
2117,n1906-022,17,1:simple-historical-word,kha-n1906-003073,shugiam,shugiam,adjective,word,212,0.975,no,pending,yes
2118,n1906-022,18,1:simple-historical-word,kha-n1906-003192,shuki,shuki,noun,word,220,0.975,no,pending,yes
2119,n1906-022,19,1:simple-historical-word,kha-n1906-003194,shun,shun,noun,word,221,0.975,no,pending,yes
2120,n1906-022,20,1:simple-historical-word,kha-n1906-003201,shutak,shutak,noun,word,221,0.975,no,pending,yes
2121,n1906-022,21,1:simple-historical-word,kha-n1906-003202,shuti,shuti,noun,word,221,0.975,no,pending,yes
2122,n1906-022,22,1:simple-historical-word,kha-n1906-003203,shuwa,shuwa,adverb,word,221,0.975,no,pending,yes
2123,n1906-022,23,1:simple-historical-word,kha-n1906-003206,shyllangmat,shyllangmat,noun,word,221,0.975,no,pending,yes
2124,n1906-022,24,1:simple-historical-word,kha-n1906-003207,shylliah,shylliah,noun,word,221,0.975,no,pending,yes
2125,n1906-022,25,1:simple-historical-word,kha-n1906-003210,shympriah'jat,shympriah'jat,noun,word,222,0.950,no,pending,yes
2126,n1906-022,26,1:simple-historical-word,kha-n1906-003209,shympriah'ti,shympriah'ti,noun,word,222,0.975,no,pending,yes
2127,n1906-022,27,1:simple-historical-word,kha-n1906-003211,shymprong,shymprong,noun,word,222,0.975,no,pending,yes
2128,n1906-022,28,1:simple-historical-word,kha-n1906-003204,shyngkup,shyngkup,noun,word,221,0.975,no,pending,yes
2129,n1906-022,29,1:simple-historical-word,kha-n1906-003213,shynrain,shynrain,noun,word,222,0.975,no,pending,yes
2130,n1906-022,30,1:simple-historical-word,kha-n1906-003212,shynrdi,shynrdi,noun,word,222,0.975,no,pending,yes
2131,n1906-022,31,1:simple-historical-word,kha-n1906-003214,shynreh,shynreh,noun,word,222,0.975,no,pending,yes
2132,n1906-022,32,1:simple-historical-word,kha-n1906-003215,shynroin,shynroin,adjective,word,222,0.975,no,pending,yes
2133,n1906-022,33,1:simple-historical-word,kha-n1906-003217,shyrkait,shyrkait,noun,word,222,0.975,no,pending,yes
2134,n1906-022,34,1:simple-historical-word,kha-n1906-003218,shyrpet,shyrpet,noun,word,222,0.975,no,pending,yes
2135,n1906-022,35,1:simple-historical-word,kha-n1906-003219,shyrti,shyrti,verb,word,222,0.975,no,pending,yes
2136,n1906-022,36,1:simple-historical-word,kha-n1906-003220,shyrtong,shyrtong,noun,word,222,0.975,no,pending,yes
2137,n1906-022,37,1:simple-historical-word,kha-n1906-003221,shyrwat,shyrwat,noun,word,222,0.975,no,pending,yes
2138,n1906-022,38,1:simple-historical-word,kha-n1906-003222,sia,sia,noun,word,222,0.975,no,pending,yes
2139,n1906-022,39,1:simple-historical-word,kha-n1906-003224,sian,sian,adjective,word,223,0.975,no,pending,yes
2140,n1906-022,40,1:simple-historical-word,kha-n1906-003225,sianti,sianti,adjective,word,223,0.975,no,pending,yes
2141,n1906-022,41,1:simple-historical-word,kha-n1906-003227,siarkait,siarkait,noun,word,223,0.975,no,pending,yes
2142,n1906-022,42,1:simple-historical-word,kha-n1906-003259,sid,sid,noun,word,226,0.975,no,pending,yes
2143,n1906-022,43,1:simple-historical-word,kha-n1906-003241,sieh,sieh,verb,word,224,0.975,no,pending,yes
2144,n1906-022,44,1:simple-historical-word,kha-n1906-003240,sieng,sieng,adjective,word,224,0.975,no,pending,yes
2145,n1906-022,45,1:simple-historical-word,kha-n1906-003247,sier,sier,noun,word,224,0.975,no,pending,yes
2146,n1906-022,46,1:simple-historical-word,kha-n1906-003251,sim,sim,noun,word,225,0.975,no,pending,yes
2147,n1906-022,47,1:simple-historical-word,kha-n1906-003257,sisia,sisia,noun,word,225,0.975,no,pending,yes
