record_id,headword_raw,headword_candidate,normalized,language,entry_type,part_of_speech,part_of_speech_raw,gender_or_article_raw,source_marker,source_marker_interpretation,historical_gloss_raw,source_id,source_year,source_url,source_line_start,source_page_approx,ocr_confidence,review_priority,duplicate_headword_pos_count,existing_master,verification_status,human_review_required,notes
kha-n1906-000001,Ab,ab,ab,kha,word,interjection,int,,,,the imitation of the cry of a crow.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,475,5,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000002,Abir,abir,abir,kha,word,noun,n,XI,*,source-marked-loan-or-foreign,red i^owder used in the Holi festival.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,477,6,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000003,Ak,ak,ak,kha,word,interjection,int,,,,ah ! ejaculation of disgust at an unpleasant smell.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,479,6,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000004,Aku,aku,aku,kha,word,interjection,int,,,,expressing disgust at a bad smell.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,481,6,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000005,Akher-ka-sngi,akher-ka-sngi,akher-ka-sngi,kha,compound,noun,n,ka,,,"Domesday. ' A-khia, ?/, n. {colloquial) an earnest man. *Ak6r, ka, n. behaviour, conduct. . _,. j' > int. Oho ! dear me ! (expressing acute bodily pain).",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,483,6,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000006,Adda,adda,adda,kha,word,noun,n,ka,*,source-marked-loan-or-foreign,"a stage for changing horses, dak- runners' etc.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,491,6,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000007,Ade,ade,ade,kha,word,adverb,ad,,,,"may be, perhaps (same as ide) ; [as, "" ade dum ka bneng kumne ba'n slap, mo.""j; — int. to express surprise or approba- tion.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,494,6,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000008,Ado,ado,ado,kha,word,interjection,int,,,,"Oho ! yAdong, ka, n. prohibition; — v. to prohibit. {Imit. adong-adit.] ^Adili'-lanot ! } '''^' '^^^ ^'^ ^^ • °^'^^^«""^ ""^^ '' Adykar ! "") adv. thoughtfully, economically, moderately ; [as, "" bam Adkar ! j"" adkar, dih adkat-y^ Ang, 7). to open, to crack. Ang-aug, c^fZy. in the open sun; [as ""wat leit shah ha ka sngi ang-aiig.^^^ Ang-um, V. {lit. to open the mouth on account of thirst) ; to bo in a fix. JAngel, Uy n. an angel.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,498,6,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000009,Angret,angret,angret,kha,word,noun,n,u,,,"a dare-devil (from Hindustani Angrez). Ah, V. {colloquial) to cut ; — int. ah !",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,517,6,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000010,Ahor,ahor,ahor,kha,word,noun,n,ka,,,"a marshy place, a swamp. Ai, V. to give, to bestow. I * Hiudi. I + Englisli. AIA AI-NONG *Aia, hat n. Ayah.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,521,6,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000011,Ai-bai-siew,ai-bai-siew,ai-bai-siew,kha,compound,verb,v,,,,"to give money for buying things at a time, as, on a hat-dsLj. [ImiL aibai-siew aibai-tda.]",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,536,6,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000012,Ai-'baibat,ai-'baibat,ai-'baibat,kha,compound,verb,v,,,,"to pay ready money. v"" Ai-bainong, v. to give wages, to reward. [ImU. ai-bainong ai-baini.]",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,539,6,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000013,Ai-baishun,ai-baishun,ai-baishun,kha,compound,verb,v,,,,"to give or pay a paltry sum of money. Ai-bat, V, to give one to hold, to entrust with. ^/Ai-b(5r, v. to authorise, to strengthen, to empower. [ImiL aibor ai-sor.]",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,544,6,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000014,Ai-bud-ndm,ai-bud-ndm,ai-bud-ndm,kha,compound,verb,v,,,,to slander ; to defame.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,551,7,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000015,Ai-kai,ai-kai,ai-kai,kha,compound,verb,v,,,,"to give for a time, to pretend to give. *Ai-kaiphod, [legal), v. to give explanation. v/Ai-kam, v. to give employment. [Imil. aikam-aijam.]",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,553,7,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000016,Ai-khawduh,ai-khawduh,ai-khawduh,kha,compound,verb,v,,,,"to leave unlooked or uncared for, to be outcasted.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,559,7,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000017,Ai-khusnam,ai-khusnam,ai-khusnam,kha,compound,verb,v,,,,to confer honour for meritorious conduct.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,561,7,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000018,Ai-ksew,ai-ksew,ai-ksew,kha,compound,verb,v,,,,to put a dog on the scent.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,563,7,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000019,Ai-ksnid or ai-ksuid-briew,ai-ksnid or ai-ksuid-briew,ai-ksnid or ai-ksuid-briew,kha,phrase,verb,v,,^,,to kill or bring disease on a person by the agency of devils. [Imit. aiksuid-aikhrei.],nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,565,7,0.950,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000020,Ai-kum,ai-kum,ai-kum,kha,compound,noun,n,kaba,^,,a Synteng ceremony which a man performs on leaving his mother's or relative's house in order to go and live with his wife and children. [ImU. aikum-aiklong.],nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,568,7,0.950,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000021,Ai-kylliang,ai-kylliang,ai-kylliang,kha,compound,verb,v,,v-,,"to give a loan. [Imit. ai kylliang-aipalat.] / Ai-da\v, V. to give an excuse ; to give reason for. [Imit. aidaw-ai- dong.] , Ai-ei, V. to give freely or gratis. vAi-nguh, V. to give thanks. [ImU. ainguh-aidem.]",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,572,7,0.950,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000022,Ai-huspai,ai-huspai,ai-huspai,kha,compound,verb,v,,,,"to indulge. v^Ai-lad, V. to give opportunity, to help. [Inui. ailad-ailynti.]",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,581,7,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000023,Ai lait-lan,ai lait-lan,ai lait-lan,kha,phrase,verb,v,,,,"to let loose, to give one his own inclination. Ai-li, V. to give one his own way.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,584,7,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000024,Ai-mon,ai-mon,ai-mon,kha,compound,verb,v,,,,"to give one his own will. ""^ Aiu, ka, n. law, statute. [ImU. ka aiii-ka kanun.]",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,588,7,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000025,Ai-nishan,ai-nishan,ai-nishan,kha,compound,verb,v,,*,source-marked-loan-or-foreign,"to name, to point out, to cite, identify. ^ Ai-iiong, V. to give out a work or load to be done or carried on hire. [Imit. ainong-aini.] * Hindi. AIOM APOD Aiom, ha^ n. season, time. Ai-pop, V. to charge with, to blame for. Ai-reng, v, to present the horn (bull-fighting) ; to oppose ; to confront.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,591,7,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000026,Ai-rong,ai-rong,ai-rong,kha,compound,verb,v,,/,,"to paint. \Imit. airong-airup.] i/Ai-sakhi, v. to give evidence. \Imit. ai-sakhi-ai-satar.] Ai-sboh, IK to manure. vA.i-shah, v. to give on credit. \Imit. aishah-aisham.]",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,607,8,0.950,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000027,Ai-siew,ai-siew,ai-siew,kha,compound,verb,v,,/,,to sell a thing on payment of its cost price. [Imt'L aisiew-aitda.],nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,615,8,0.950,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000028,Ai-sniew,ai-sniew,ai-sniew,kha,compound,verb,v,,.v,,"to poison. [Imit. aisniew-aismeh.] v/Ai-sut, V. to give money on interest. [Imit, aisut-aibut.] Ai'ti, V. to give up, to hand over, to deliver up.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,618,8,0.950,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000029,A-iu,a-iu,a-iu,kha,compound,pronoun,p,,,,"what. A-iu-re-aiu, 7i. something. Ale, V. imper. come.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,624,8,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000030,Alhia,alhia,alhia,kha,word,adjective,a,,^,,"lazy, idle. [Imit, alhia-alput.]",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,629,8,0.950,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000031,Along,along,along,kha,word,noun,n,ka,,,"a lock-up, a Kajut. Am, V. to bite, to plant the teeth in ; — imper. only^ give me.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,631,8,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000032,Ama or Amai,ama or amai,ama or amai,kha,phrase,interjection,int,,,,oh ! (in case of a narrow escape).,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,635,8,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000033,'amduh,'amduh,'amduh,kha,word,noun,n,ha,,,the wisdom tooth.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,637,8,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000034,Amrang,amrang,amrang,kha,word,noun,n,ka,,,"harsh tone, empty words.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,639,8,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000035,Ana,ana,ana,kha,word,noun,n,,*,source-marked-loan-or-foreign,anna ( ^-g of a rupee) .,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,641,8,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000036,Ani,ani,ani,kha,word,interjection,int,,,,"Oh ! (whenin pain or surprise). fAnipot, ha, n. misfortune.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,643,8,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000037,An-na,an-na,an-na,kha,compound,adjective,a,,,,idiotic.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,647,8,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000038,Antad,antad,antad,kha,word,verb,v,,*,source-marked-loan-or-foreign,"to guess, to conjecture ; — adv. by way of conjecture ; moderately. Sind. andaz.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,649,8,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000039,Antra,antra,antra,kha,word,noun,n,ha,*,source-marked-loan-or-foreign,"chorus. Ap, V. to wait, to stay for.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,652,8,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000040,Ap-dien,ap-dien,ap-dien,kha,compound,verb,v,,,,"to guard or watch from behind. \_Imit. apdien- apbud.] *Aphing, Aphim, Aphin, ha, n. opium.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,656,8,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000041,Ap-phira,ap-phira,ap-phira,kha,compound,verb,v,,,,"to guard as a sentinel. t Apod, ha J n. trouble, calamity. * Hindi, j t Bengali. b2 4 AP-THAP ARSUT Ap-tliap, r, to He in Avait for. ^ Ap-tiili, V. to waylay. [Imit. aptiih-aptliiem.] ; to wait stealthily.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,661,8,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000042,Ar,ar,ar,kha,word,adjective,a,,,,two.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,676,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000043,Arban,arban,arban,kha,word,adjective,a,,,,"two-fold, double.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,678,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000044,Arbriew,arbriew,arbriew,kha,word,noun,n,,,,"two shares, two votes.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,679,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000045,Arbaliang,arbaliang,arbaliang,kha,word,adjective,a,,,,both sides (of a dispute).,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,680,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000046,Arbud,arbud,arbud,kha,word,adjective,a,,,,"two folds (of twisted-thread). Arbyteng, | ^,^^ ^^_ ^ .^.^^ ^^^ ^^^^ things). Arbteng, j",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,681,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000047,Arkhap,arkhap,arkhap,kha,word,noun,n,Jca,,,"a cleft, a narrow place between two up-rising mounds, a gorge.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,684,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000048,Arkhep,arkhep,arkhep,kha,word,noun,n,ha,,,two occasious.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,687,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000049,Arklur,arklur,arklur,kha,word,noun,n,,,,"two crores. Arkup, A-«, n. two suits of clothes (said of wrappers or shawls).",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,688,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000050,Ardeng,ardeng,ardeng,kha,word,noun,n,ha,,,"two pairs of ornaments. Arduna shisuka, a, Re. 1 annas 12 ; so also arduna-ar-anna.= Re. 1 annas 14, etc.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,691,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000051,Arngat,arngat,arngat,kha,word,adjective,a,,,,"two (persons). Arhajar, ha^ n. two thousand.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,696,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000052,Ari,ari,ari,kha,word,interjection,int,,,,an ejaculation expressing a sensation of cold.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,700,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000053,Arldd-nm,arldd-nm,arldd-nm,kha,compound,noun,n,ha,,,"the junction of two rivers. See sdad, slika.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,702,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000054,Arlak,arlak,arlak,kha,word,noun,n,ha,,,two lakhs.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,704,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000055,Arliang,arliang,arliang,kha,word,noun,n,ha,,,"two sides ; — ad. into two parts, in halves.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,706,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000056,Arliang niamla,arliang niamla,arliang niamla,kha,phrase,noun,n,ha,,,"two contending parties. Armet, ha^ n. {lit. two bodies) hence to be in the family way.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,708,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000057,Arpateng,arpateng,arpateng,kha,word,noun,n,ha,,,"two steps, two generations.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,712,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000058,Arphew,arphew,arphew,kha,word,adjective,a,,,,tweaty.,nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,714,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000059,Arpiah,arpiah,arpiah,kha,word,noun,n,ha,,,"lis. 2 annas 8. i'Aro ! int. {colloquial), there you are !",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,716,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000060,Arsap,arsap,arsap,kha,word,adjective,a,,,,"two-fold, hypocritical.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,720,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000061,Arshah,arshah,arshah,kha,word,adverb,ad,,,,"doubly,"" twice as much.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,722,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000062,Arsh'ing,arsh'ing,arsh'ing,kha,word,noun,n,ha,,,"{lit. two cowries) hence 2 pice — when used along with annas, as, liii-arsh'ing = Sa. 2p. Same as Arshyieiig. Arsicn, ado, twice.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,724,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000063,Arsut,arsut,arsut,kha,word,adverb,adv,,,,"downwards. t Bengali (^t^). ARTAT ATOSKHANA ' Artat, adv. besides, at the same time [as, "" u trei bad ka siaw artai""^^ ; on the Avav, on passing by [as, *' wan khot artat ynda phi leit, ho.""]",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,728,9,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
kha-n1906-000064,Artatien,artatien,artatien,kha,word,adjective,a,,,,"doiibtfal. Arteng"", ad. two occasions A rtet, adv. np, upwards, northwards.",nissor-1906-kha-en,1906,https://archive.org/download/khasienglishdict00singrich/khasienglishdict00singrich_djvu.txt,740,10,0.975,1,1,no,pending,yes,Automatically extracted from the complete 1906 public-domain OCR. Historical spelling/meaning/POS must be checked against the scan and modern Khasi usage.
