record_id,headword_candidate,normalized,part_of_speech,entry_type,historical_gloss_raw,source_page_approx,ocr_confidence,review_priority,existing_master,verification_status,human_review_required
kha-n1906-003363,shonkynrong,shonkynrong,verb,word,"to sit on the heels, to squat.",218,0.975,1,no,pending,yes
kha-n1906-003389,shrah,shrah,noun,word,"arable land, fallow land. Shrat, V. to clear off th^ scales of a fish by means of a daw or other sharp instrument.",219,0.975,1,no,pending,yes
kha-n1906-003388,shrang,shrang,adjective,word,"dry, parched (earth or weather) .",219,0.975,1,no,pending,yes
kha-n1906-003391,shrei,shrei,adverb,word,"appearing in great numbers, as eggs or teeth, [as, "" dap da ki pyileng ksi j^m ha ka khlieh jong u""; ""u rkhie sAm ia nga kumba rkhie u bieij ""J; — abundantly.",220,0.975,1,no,pending,yes
kha-n1906-003392,shrem,shrem,adverb,word,"many (standing prominently), [as, ''u ong ba ki mih kynsan 5 ngut shrem ki nongshohnoh ha lynti.""] Shri, V. to show the teeth, to grin. Shriak, (ieng-), ad. well (arranged), in order, [as, **u pynieng shriaJc ia ki pliang ki luta ha ka ahuari.""]",220,0.975,1,no,pending,yes
kha-n1906-003390,shreng,shreng,noun,word,"the fin on the back of a fish ; the rind of a jackfruit or of such like-fruit ; spine, prickle.",220,0.975,1,no,pending,yes
kha-n1906-003393,shrieh,shrieh,noun,word,"a monkey, an ape. Shiiew, ka, 11. an arum-root.",220,0.975,1,no,pending,yes
kha-n1906-003394,shrip,shrip,noun,word,a basket put in'the stream for catching fish.,220,0.975,1,no,pending,yes
kha-n1906-003396,shroin,shroin,adjective,word,brittle.,220,0.975,1,no,pending,yes
kha-n1906-003395,shrong,shrong,noun,word,"a carved-margin, ornamental work. \_Imit. ka shrong-ka shrub.]",220,0.975,1,no,pending,yes
kha-n1906-003397,shrop,shrop,adverb,word,"all at once, (applicable to money — being a form of onomatopsea), [as, "" u slew baroh 20 tyngka shrop na ka bynta ka ram ki briew.""] Shrut, V. to seize with the teeth ; to gnaw, — w, n. a cigar. Shtah, V. to dress a stone with a masons chisel or a piece of wood with an adze or dao. Same as stah.",220,0.975,1,no,pending,yes
kha-n1906-003398,shu,shu,adverb,word,"just, only ; — v. {Imper.) to set a dog upon.",220,0.975,1,no,pending,yes
kha-n1906-003276,shugiam,shugiam,adjective,word,"very tasty or palatable. Bhi-=^refix, which means one, Shi 1 int, fie I Shiah, 11, n. a thistle, a thorn.",212,0.975,1,no,pending,yes
kha-n1906-003399,shuki,shuki,noun,word,"a chau\ Shukor, V. to deceive, to cheat, — a. treacherous.",220,0.975,1,no,pending,yes
kha-n1906-003401,shun,shun,noun,word,lime.,221,0.975,1,no,pending,yes
kha-n1906-003404,shun-dewiong,shun-dewiong,noun,compound,lime burnt with coal.,221,0.975,1,no,pending,yes
kha-n1906-003405,shun-dieng,shun-dieng,noun,compound,lime burnt with wood. ',221,0.975,1,no,pending,yes
kha-n1906-003402,shun-kot,shun-kot,noun,compound,catechu. '' --,221,0.975,1,no,pending,yes
kha-n1906-003403,shun-kpu,shun-kpu,noun,compound,slaked lime.,221,0.975,1,no,pending,yes
kha-n1906-003406,shun-maw,shun-maw,noun,compound,"unslaked lime, quick lime.",221,0.975,1,no,pending,yes
kha-n1906-003408,shutak,shutak,noun,word,a chatak or j^ of a seer.,221,0.975,1,no,pending,yes
kha-n1906-003409,shuti,shuti,noun,word,"a dirty thing, a base thing, [Imit. shuti-shuwai]; a holiday; any underhand work.",221,0.975,1,no,pending,yes
kha-n1906-003410,shuwa,shuwa,adverb,word,"first, before, previously, beforehand. Shw^r, ka, n. an evil spirit known by that name and believed to possess certain clans in the Khasi Hills ; she is supposed to attack people by convulsive fits. [^Imit. ka shwdr-ka tyng- kieng.] • Shyngkhan or (shyngkhen) , v. to be in a fix or dilemma ; to be between Scylla and Charybdis.",221,0.975,1,no,pending,yes
kha-n1906-003413,shyllangmat,shyllangmat,noun,word,the brow.,221,0.975,1,no,pending,yes
kha-n1906-003414,shylliah,shylliah,noun,word,a mat. \_Imit. ka shylliah-ka tlieng.],221,0.975,1,no,pending,yes
kha-n1906-003415,shyllip-nud,shyllip-nud,noun,compound,"the pit of the stomach. Shylluit, V. to bloom. * Hiadi, \ 201 SHYM SIaK Shym, «=s a particle used with negative verbs in the past tense, as ""lira shym lah ba'n kren,'* Shympet, ka^ n, a carbuncle,",221,0.975,1,no,pending,yes
kha-n1906-003417,shympriah'jat,shympriah'jat,noun,word,"a toe,",222,0.950,1,no,pending,yes
kha-n1906-003416,shympriah'ti,shympriah'ti,noun,word,a finger.,222,0.975,1,no,pending,yes
kha-n1906-003418,shymprong,shymprong,noun,word,"a prawn, a shrimp. Shyndiid, (leh-), ad, poutingly, sulkily. Shynna, adv, conspicuously, clearly. Shynn^i, ka, n. the afterbirth or placenta. Shynrang, u^ n. a male ; a pipe. Shynrang-kjat, ka, n, the shins.",222,0.975,1,no,pending,yes
kha-n1906-003412,shyng-iar,shyng-iar,noun,compound,"a jet of water, a stream of water, a fountain. Shyng-6id, ka, n. a manger.",221,0.975,1,no,pending,yes
kha-n1906-003411,shyngkup,shyngkup,noun,word,the first room of a Khasi house ; an enclosed porch.,221,0.975,1,no,pending,yes
kha-n1906-003420,shynrain,shynrain,noun,word,"a dried small twig. [Imit. shynraifi-shynriah] — v. to cut jokes, to flirt. [Imit. shynrain — tyng-in.]",222,0.975,1,no,pending,yes
kha-n1906-003419,shynrdi,shynrdi,noun,word,"turmeric. Shynraifi, (-i), noble, grand, dignified.",222,0.975,1,no,pending,yes
kha-n1906-003421,shynreh,shynreh,noun,word,"a buffalo. Shynriah'ti, (same as shympriah'ti), finger. Shynrong, ka, n, a skull, an egg-shell ; the timber frame of a roof.",222,0.975,1,no,pending,yes
kha-n1906-003422,shynroin,shynroin,adjective,word,beautifully set (teeth) .,222,0.975,1,no,pending,yes
kha-n1906-003423,shynroin-riap,shynroin-riap,adjective,compound,"possessing winning manners ; sociable. \_Imit shy nroin-shynriap . ] Shyntur, A;«, w. a mouth, a word.",222,0.975,1,no,pending,yes
kha-n1906-000183,shyntur bafan,shyntur bafan,noun,phrase,a state official in the Khasi Hills ; a petty village official in the Jaintia Hills.,15,0.975,1,no,pending,yes
kha-n1906-003424,shyrkait,shyrkait,noun,word,"the groin. Shyrkhei, v, to set the teeth on edge ; to be dreadful.",222,0.975,1,no,pending,yes
kha-n1906-003425,shyrpet,shyrpet,noun,word,the fat oily part of a fish.,222,0.975,1,no,pending,yes
kha-n1906-003426,shyrti,shyrti,verb,word,to clear the jungle for cultivation ; to j hum.,222,0.975,1,no,pending,yes
kha-n1906-003427,shyrtong,shyrtong,noun,word,a crest (of a fowl or bird).,222,0.975,1,no,pending,yes
kha-n1906-003428,shyrwat,shyrwat,noun,word,"(see shirwat). *si, n. (1) ahbrev. of ""masi'*=a cow or bull; (2) ahbrev. oi *'ksi"" =head vermin.",222,0.975,1,no,pending,yes
kha-n1906-003429,sia,sia,noun,word,"ink ; — ad. devotedly. Siak, (belt-), ad. straight on, [as, ""ka lynti ka beit siak nangne haduh shnong.""] * Hindi, 202 SIANG 'SI-KHARJ Siang, ka^ n, a spoon;— t;. to spread a cloth or a mat; to pave ; (as, siang mdw); to fall down from the sky, like a paper-kite ; to offer an oblation to the spirit of the dead.",222,0.975,1,no,pending,yes
kha-n1906-003442,sia-shi-sia,sia-shi-sia,adverb,compound,"unceasingly, constantly, [as, "" u bam sia-shi-sia ia ka ja ha ba'n da lut shi khiew.""] ' Siat, V. to shoot, to infect.",223,0.975,1,no,pending,yes
kha-n1906-003441,sia-sia,sia-sia,adverb,reduplication,in anger and in a threatening attitude.,223,0.975,1,no,pending,yes
kha-n1906-003431,sian,sian,adjective,word,"clever, intelligent.",223,0.975,1,no,pending,yes
kha-n1906-003432,sianti,sianti,adjective,word,"cunning, precocious, clever. S'ian, (dap-), ad. full, [as, "" u sein-iong u leit kyllain syian ha lyeit u rishot.""] Same as syian, Siap, V. to insert. Siar, V. to sharpen a daw or knife with a small hone ; — ka, n treachery between the members of the same clan or house. *siar, {ahhrev. of ""ksiar""), ka, n. gold, (as, ka siar sla, ka siar tyllij",223,0.975,1,no,pending,yes
kha-n1906-003437,siar-long-kha,siar-long-kha,noun,compound,any treacherous act affecting the father or his relatives.,223,0.975,1,no,pending,yes
kha-n1906-003438,siar-shrong,siar-shrong,noun,compound,"a kind of earring worn by males,",223,0.975,1,no,pending,yes
kha-n1906-003434,siarkait,siarkait,noun,word,"a plantain-flower; a work like a plantain-flower,",223,0.975,1,no,pending,yes
kha-n1906-003443,siat-jingmut,siat-jingmut,verb,compound,to strike one's mind.,223,0.975,1,no,pending,yes
kha-n1906-003444,siat-shon-shiw,siat-shon-shiw,verb,compound,"to tread on the corns of another. Siat-thong, (ia-) , v. to have a shooting match. Siaw, V. to wliistle. Sidw-maw-iang, ""v. to teach one a hard lesson.",223,0.975,1,no,pending,yes
kha-n1906-003445,siaw-siaw,siaw-siaw,adverb,reduplication,in a whisper. \_Imit. siaw-siaw-soit-soit.],223,0.975,1,no,pending,yes
kha-n1906-003469,sid,sid,noun,word,"a leaf, a surface, a page. Slak, (dait*), ad. firmly, [as, "" kane ka lyntang ka leit stak hang- ne.""J glang, ka, n, a small bird. m",226,0.975,1,no,pending,yes
kha-n1906-003449,sieh,sieh,verb,word,"to plant, to drive in ; — ka, n. the afterbirth, the placenta. Siej, u. or ka^ n. bamboo. \Imit. u siej-u skong.]",224,0.975,1,no,pending,yes
kha-n1906-000238,siei,siei,noun,word,"God, a god. \Imit. ki blei-ki-dken.]",19,0.975,1,no,pending,yes
kha-n1906-003448,sieng,sieng,adjective,word,smelling like snuff or chillies.,224,0.975,1,no,pending,yes
kha-n1906-003455,sier,sier,noun,word,"a deer, a samhur\—v. to turn the insides of entrails out and clean them. Si^w, V. to pay. {Imii. siew-tda.] 'slew, {ahbrev. of "" ksiew""), n. a grandchild.",224,0.975,1,no,pending,yes
kha-n1906-003457,siewspah,siewspah,verb,word,"to redeem, to compensate. [^Imit. siewspah-siew- phew.] . *siew-tun, n. a greatgrandchild. [Imit. u",224,0.975,1,no,pending,yes
kha-n1906-003602,siih-dong,siih-dong,verb,compound,"to stretch far inland or into another's kingdom. Siih-jut, V. to have false pains.",234,0.975,1,no,pending,yes
kha-n1906-003599,siih-khun,siih-khun,verb,compound,to be in labour.,234,0.975,1,no,pending,yes
kha-n1906-003606,siih-ot,siih-ot,noun,compound,dysentery.,234,0.975,1,no,pending,yes
kha-n1906-003607,siih-pynpur,siih-pynpur,noun,compound,"a running-stitch. Suh-sat, V. to be entangled, to suffer troublej^-y?. ka^ calamity.",234,0.975,1,no,pending,yes
kha-n1906-003612,siih-tyngka,siih-tyngka,verb,compound,"to bribe. *suid, {ahbrev. of ""ksiiid""), n. an eyil-spirit, a devil.",234,0.975,1,no,pending,yes
kha-n1906-003460,sim,sim,noun,word,"a bird. [Imit. ka sim-ka doh.] *si-mdd, ka, n. a bed-bug.",225,0.975,1,no,pending,yes
kha-n1906-003462,sim-ldi-dieng,sim-ldi-dieng,noun,compound,a meddlesome and talkative fellow.,225,0.975,1,no,pending,yes
kha-n1906-003463,sim-puhdieng,sim-puhdieng,noun,compound,"a creeper (bird). Sim-puhwieh, ) , . , , Sim-ktieh f ' ^' ^ ^^^P®' ^ woodcock. Sim-pyllieng, «, w. the rainbow. • Sim-sohphoh, w, w. a hoopoe, a fop. Sim-tung, m, «. a blackbird.",225,0.975,1,no,pending,yes
kha-n1906-003466,sisia,sisia,noun,word,wild cinnamon.,225,0.975,1,no,pending,yes
kha-n1906-003468,siw-siw-siaw-siaw,siw-siw-siaw-siaw,adverb,reduplication,Whisperingly.,226,0.975,1,no,pending,yes
kha-n1906-003400,sjiiih,sjiiih,adverb,word,"again, further more; — v. (Imper.) get away, get aside ; wait ! (menacing), I will see you! 200 shOhshuwa shylluit Shubshuwa, ph\ wait for the present. Shuin, V. to touch, to come in contact with ; to press upon. Shum ! Inter'], there you are ! Shun, V. to hate, to be inimical with. {Imit. shiin-pen.]",220,0.975,1,no,pending,yes
kha-n1906-003132,skah,skah,adjective,word,"thick, adhesive (said of boiled rice or lime mortar). Skai, u. to corrupt food out of envy by mantras ;- ka^ a. an evil spirit who causes flatulence. Skain, u^ n. a fly ; kaba kynjoh hliasTcdin, housewarming.",205,0.975,1,no,pending,yes
kha-n1906-003131,skak,skak,adverb,word,"tightly (fasten), [as, "" kinonglute ki la syrwiah aTiaJc ia u trai-iiug na ka ryntlang.""]",205,0.975,1,no,pending,yes
kha-n1906-003133,skap,skap,noun,word,husk.,205,0.975,1,no,pending,yes
kha-n1906-003134,skaw,skaw,noun,word,"a small bottle-gourd for holding liquor or water, especially at the time of pujah.",205,0.975,1,no,pending,yes
kha-n1906-003135,skei,skei,noun,word,"a barking red deer, a muntjac. --Skhak, at/, tightly (bind) (as, "" tehha ba'nda skhem shhalc'). _Skhem, a. firm ; — ad. firmly, securely. _Skhep, ka, n. the hijD.",205,0.975,1,no,pending,yes
kha-n1906-003136,skit,skit,noun,word,"kinds, sorts.",205,0.975,1,no,pending,yes
kha-n1906-003137,skong,skong,noun,word,a species of large bamboo.,205,0.975,1,no,pending,yes
kha-n1906-003138,skop,skop,noun,word,"the cover, husk.",205,0.975,1,no,pending,yes
kha-n1906-003139,skop-khuiang,skop-khuiang,noun,compound,"the cocoon. Skuin, V. to itch ; to desire strongly.",205,0.975,1,no,pending,yes
kha-n1906-003140,skum,skum,noun,word,"a nest, a heap of grass, a butt ; the core of a boi,* ^ Skul, ^a^ n. a schpol ; a chapel. 186 SKOT 'SEW Skiit, V. to trace a line round a plot of land ; to mark out.",205,0.975,1,no,pending,yes
kha-n1906-003471,sla'jat,sla'jat,noun,word,the sole.,226,0.975,1,no,pending,yes
kha-n1906-003473,sla'ti,sla'ti,noun,word,"the palm. Sleh, V. to anoint, to wash (the head). [Imit. sum-sleh.]",226,0.975,1,no,pending,yes
kha-n1906-003470,slait snad slait,slait snad slait,adverb,phrase,"tightly, well (fit), [as, "" kine ki juti ki biang sZazY ha nga.""]",226,0.975,1,no,pending,yes
kha-n1906-003472,slap,slap,noun,word,rain.,226,0.975,1,no,pending,yes
kha-n1906-003475,slem,slem,adjective,word,"long, late. Slew, ka, V. kind of palm-tree whose leaves are generally used in making leaf-nmhrellas. {£ot.",226,0.975,1,no,pending,yes
kha-n1906-003339,slilan,slilan,noun,word,a plant whose leaves resemble those of a pine- apple plant. {Bot. Pandamus.),216,0.975,1,no,pending,yes
kha-n1906-003477,slung,slung,noun,word,"a lock-up in which lunatics are confined in the Khasi HiUs. Sma, V. to hare a bad smell, to smell.",226,0.975,1,no,pending,yes
kha-n1906-003479,smaintien,smaintien,verb,word,to wash the lips.,226,0.975,1,no,pending,yes
kha-n1906-003478,smak,smak,adverb,word,"smartly, (beat), fas, ""u thap smah na ka khlieh.'^J Smai, V. to swear, to take an oath. \^Imit. smai-spot.]",226,0.975,1,no,pending,yes
kha-n1906-003480,smat,smat,adjective,word,"active, smart. Smep, a J. in a large bundle (as herbs), [as, **u wallam u jhur shi Smiar, (dap-), «d to the biim, [as, **ka pipa ka dap da ka um _Smiej, V. to feel ticklish, to feel dreadful. Smoin, (dap-), ac^. to the brim, [as, ""dap smoin ka um ha ka pipa.""] Smom-smom, ""i flf^. very (soft as wool), [as, **nga kum ktah ia Smop-smop, j kaei kata kaba jem smom-smom.''^ Sbur ' \ ^' ^^^^ ^^ ^^^» ^^^^ ^^ manute.",226,0.975,1,no,pending,yes
kha-n1906-003501,smir-thapbawa,smir-thapbawa,noun,compound,"a spider's web. Sok, «. equal to the occasion, faithful*",227,0.975,1,no,pending,yes
kha-n1906-003481,snad,snad,noun,word,"a comb, (same as snat) . I English* 206",227,0.975,1,no,pending,yes
kha-n1906-003482,snah soh-amirphor snah,snah soh-amirphor snah,adjective,phrase,"to be expert in climbing up or sitting on a tree, a rock, a horse, etc., [as, '•uba snah kiew dieng ; uba snah shong- kuMi.""]",227,0.975,1,no,pending,yes
kha-n1906-003484,snaiap,snaiap,noun,word,"a spirit, a ghost, a wraith ; — ban snaiap, incubus.",227,0.975,1,no,pending,yes
kha-n1906-003485,snait,snait,noun,word,a strainer.,227,0.975,1,no,pending,yes
kha-n1906-003486,snam,snam,noun,word,blood. [Imit. ka sndm-ka ksuit.],227,0.975,1,no,pending,yes
kha-n1906-003487,snap,snap,noun,word,"a, relic, remaining articles. Snar, u. n. a wedge ; a hard and seasoned wood, the heart (of a tree).",227,0.975,1,no,pending,yes
kha-n1906-003483,sndi,sndi,adjective,word,"tired, irksome.",227,0.975,1,no,pending,yes
kha-n1906-003489,snem,snem,noun,word,"a year, an evil-spirit who brings on headache and other diseases ; cholera.",227,0.975,1,no,pending,yes
kha-n1906-003488,sneng,sneng,verb,word,"to reprove, to correct, to advise. [Imit. sneng-krdw.]",227,0.975,1,no,pending,yes
kha-n1906-003490,snep,snep,noun,word,"a bark, a rind, a cover. Snep-k6r, ka, n. a cocoanut. Sn^r, ka, n. a feather.",227,0.975,1,no,pending,yes
kha-n1906-003154,sng,sng,adverb,word,"severely, very, [as, ""u la thap 87igar ia u na ka ng^p.""""! Sngem, a, moist, wet. cj ^ ' J z'. to feel, to hear. Sngow, j '",207,0.975,1,no,pending,yes
kha-n1906-003152,sngaid,sngaid,adjective,word,"fat, plump.",206,0.975,1,no,pending,yes
kha-n1906-003160,sngew-diaw,sngew-diaw,verb,compound,"to have a melancholy temperament, to be low I spirited.",207,0.975,1,no,pending,yes
kha-n1906-003170,sngew-niun,sngew-niun,verb,compound,"to be unwell, to be out of sorts.",207,0.975,1,no,pending,yes
kha-n1906-003155,sngewbha,sngewbha,verb,word,to be pleased. [ImiL sngevvbha-sngewmiat.],207,0.975,1,no,pending,yes
kha-n1906-003156,sngewbieij,sngewbieij,verb,word,"to feel awkward, to feel out of sorts. [ImU. sngew- bieit-sngew anna.]",207,0.975,1,no,pending,yes
kha-n1906-003157,sngewblaw,sngewblaw,verb,word,to feel lonely.,207,0.975,1,no,pending,yes
kha-n1906-003158,sngewbynriew,sngewbynriew,verb,word,to feel better.,207,0.975,1,no,pending,yes
kha-n1906-003163,sngewhun,sngewhun,verb,word,"to be satisfied, to be contented.",207,0.975,1,no,pending,yes
kha-n1906-003164,sngewjlep,sngewjlep,verb,word,to feel faint.,207,0.975,1,no,pending,yes
kha-n1906-003165,sngewjli,sngewjli,verb,word,"to have nausea, to be sick.",207,0.975,1,no,pending,yes
kha-n1906-003166,sngewjuh,sngewjuh,verb,word,"to feel quite at home, to be tamed.",207,0.975,1,no,pending,yes
kha-n1906-003159,sngewkmen,sngewkmen,verb,word,to be joyful.,207,0.975,1,no,pending,yes
kha-n1906-003167,sngewlem,sngewlem,verb,word,to have sympathy for.,207,0.975,1,no,pending,yes
kha-n1906-003168,sngewmyllen,sngewmyllen,verb,word,"to be absorbed in, to divert one's attention.",207,0.975,1,no,pending,yes
kha-n1906-003169,sngewmyllung,sngewmyllung,verb,word,to be pathetic.,207,0.975,1,no,pending,yes
kha-n1906-003161,sngewngiew,sngewngiew,verb,word,to have a presentiment.,207,0.975,1,no,pending,yes
kha-n1906-003162,sngewnguh,sngewnguh,verb,word,"to be thankful, to be grateful.",207,0.975,1,no,pending,yes
kha-n1906-003171,sngewpeitmat,sngewpeitmat,verb,word,to feel better ; to be wakeful.,207,0.975,1,no,pending,yes
kha-n1906-003172,sngewsaitmet,sngewsaitmet,verb,word,to feel disgusted.,207,0.975,1,no,pending,yes
kha-n1906-003173,sngewsih,sngewsih,verb,word,"to feel sorry for, to grieve. [Imit. sngewsih-sngew diaw.]",207,0.975,1,no,pending,yes
kha-n1906-003174,sngewsyn-ei,sngewsyn-ei,verb,compound,to have pity for.,207,0.975,1,no,pending,yes
kha-n1906-003175,sngewtngieng,sngewtngieng,verb,word,"to be squeamish. Sngewthuh, r. to understand. [Jmit. sngewthuh-sngewthaw.] 188",207,0.975,1,no,pending,yes
kha-n1906-003177,sngi,sngi,noun,word,"sun ; day. Sngi-Balang, ha^ n, Wednesday ; a day when the Church meeting is held.",207,0.975,1,no,pending,yes
kha-n1906-003178,sngi-palci,sngi-palci,noun,compound,Thursday.,208,0.975,1,no,pending,yes
kha-n1906-003179,sngi-poh-ia,sngi-poh-ia,noun,compound,"week-day. Sngi-saitjaifi, ka^ n. Saturday.",208,0.975,1,no,pending,yes
kha-n1906-003180,sngi-thohdieng,sngi-thohdieng,noun,compound,Priday.,208,0.975,1,no,pending,yes
kha-n1906-003181,sngi-u-blei,sngi-u-blei,noun,compound,"Sunday (among the Christians only). See "" Buhibar:'",208,0.975,1,no,pending,yes
kha-n1906-003153,sngjiid-diengthang,sngjiid-diengthang,adjective,compound,"very fat (applicable to a baby ; the belief is that when a baby is unusually fat, it is likely to die). Sngap, V. to listen, to hear. Sng^p, ka, 71. a gill, a barb.",206,0.975,1,no,pending,yes
kha-n1906-003176,sngop shadien sngop,sngop shadien sngop,adjective,phrase,growing between liigli trees so as to be entirely oversha- dowed by them.,207,0.975,1,no,pending,yes
kha-n1906-003182,sngur,sngur,adjective,word,"clear, transparent. Sha, prep, to, towards ; — u, n. tea. 'sha ? {abbrev. of shisha)=Te[\l\j ? is it so ? Shaba, u, n, chewed mixture oE pin and betelnut; the red layers and flesh inside the gill of ijsh.",208,0.975,1,no,pending,yes
kha-n1906-003491,sni,sni,noun,word,"a sting ; —v. to cherish a revengeful spirit. Suing, ka or u, n. a. tree of the oak family.",227,0.975,1,no,pending,yes
kha-n1906-003492,sniang,sniang,noun,word,a pig.,227,0.975,1,no,pending,yes
kha-n1906-003493,snieh,snieh,noun,word,"a skin, a hide, a leather.",227,0.975,1,no,pending,yes
kha-n1906-003494,snieh-doh,snieh-doh,noun,compound,"complexion, appearance.",227,0.975,1,no,pending,yes
kha-n1906-003495,snier,snier,noun,word,"entrails, bowels, limit, ka snier-ka snap.]",227,0.975,1,no,pending,yes
kha-n1906-003496,sniew,sniew,adjective,word,"bad, evil, wicked. [Imii, sniew-smeh.]",227,0.975,1,no,pending,yes
kha-n1906-003498,sniew- jew,sniew- jew,adjective,phrase,"very ugly. Sni-riang-ksiar, \ u, n. a god of the Synteng people located in a Soni-riang-ksiar, ) plantain tree or shrub near a dwelling house. Snob, V, to cling to, to adhere, to hang on.",227,0.975,1,no,pending,yes
kha-n1906-003497,sniew-bok,sniew-bok,adjective,compound,unlucky.,227,0.975,1,no,pending,yes
kha-n1906-003499,snuid,snuid,noun,word,a grove ; corrugation.,227,0.975,1,no,pending,yes
kha-n1906-003500,snur,snur,noun,word,"a cleavage, a crack, a seam.",227,0.975,1,no,pending,yes
kha-n1906-003528,sob- mad,sob- mad,noun,phrase,"a kind of citron, the leaves and rind of which have a very agreeable sweet smsU.",229,0.975,1,no,pending,yes
kha-n1906-003504,soh-brdi,soh-brdi,noun,compound,"a small sour fruit with a hard seed. Sohbrap,",228,0.975,1,no,pending,yes
kha-n1906-003506,soh-broi,soh-broi,noun,compound,"sljx Indian jujube, a Chinese date-plum.",228,0.975,1,no,pending,yes
kha-n1906-003507,soh-byrthit,soh-byrthit,noun,compound,"a shrub, the flower or fruit of which sticks to the clothes coming in contact with it.",228,0.975,1,no,pending,yes
kha-n1906-003522,soh-jew,soh-jew,noun,compound,"sour fruit, lime. [Jmi^. sohjew-sohsat.] * Hindi, 208 SOH.JHALIA SOH^IANGRIANG Soh-jyllih, «, n. a lime fruit of very good quality obtained from Jowai. Soh-jymbuin, u, n, teat, nipple.",229,0.975,1,no,pending,yes
kha-n1906-003511,soh-khdw-iong,soh-khdw-iong,noun,compound,blackberry.,228,0.975,1,no,pending,yes
kha-n1906-003518,soh-kynphor,soh-kynphor,noun,compound,"a papaya. Soh-kyrsiew, u^ n, a tuber of a certain creeper about the size of a plum which is cooked and eaten ; a kind of wild potato. Soh-kwit, u, 11. a, citron.",229,0.975,1,no,pending,yes
kha-n1906-003519,soh-kyrbam,soh-kyrbam,noun,compound,chalita.,229,0.975,1,no,pending,yes
kha-n1906-003524,soh-lah,soh-lah,noun,compound,"a kind of black potato, potato. Soh-lap6r, «, n. the fruit of a small palm. Soh-lew, M, w. a fruit used in poisoning fish.",229,0.975,1,no,pending,yes
kha-n1906-003523,soh-lang,soh-lang,noun,compound,small wild fruit growing in bunches and much liked by children and birds.,229,0.975,1,no,pending,yes
kha-n1906-003525,soh-liang,soh-liang,noun,compound,"a wild poisonous fruit about the size of a lemon, the stones of which are washed, cut and eaten. {Bot. Guno Oardia odorata). Soh-li-ia, w, «. a small sour fruit with a rough outside, the bark of the tree of which yields a black colour used in dyeing earthen- ware. {Bot. Myrica Nagi.) Sohlong, u^n. di, lemon. Soh-lyngdkhur, «, n. a mulberry.",229,0.975,1,no,pending,yes
kha-n1906-003526,soh-lyngkait,soh-lyngkait,noun,compound,a plaintain-like fruit of a certain wild creeper.,229,0.975,1,no,pending,yes
kha-n1906-003529,soh-manir,soh-manir,noun,compound,litchee.,230,0.975,1,no,pending,yes
kha-n1906-003533,soh-mylleng,soh-mylleng,noun,compound,"a sour wild fruit very common in the Bhoi country, after eating which water tastes very sweet.",230,0.975,1,no,pending,yes
kha-n1906-003534,soh-myndong,soh-myndong,noun,compound,a common lime.,230,0.975,1,no,pending,yes
kha-n1906-003535,soh-myntait,soh-myntait,noun,compound,a wild fruit as big as a bread fruit.,230,0.975,1,no,pending,yes
kha-n1906-003536,soh-nepbah,soh-nepbah,noun,compound,the fruit of a certain shrub used as a bait for fish (very common by the roadside).,230,0.975,1,no,pending,yes
kha-n1906-003520,soh-ngang,soh-ngang,noun,compound,"a small bitter brinjal, {Bat. solanvm indicum). Soh-iong,",229,0.975,1,no,pending,yes
kha-n1906-003540,soh-padoi,soh-padoi,verb,compound,"to rock, to swing.",230,0.975,1,no,pending,yes
kha-n1906-003541,soh-pai,soh-pai,noun,compound,"a fruit which looks like lime, but which has a sweet- ish taste. Soh-pailen, «, n. water-fungus.",230,0.975,1,no,pending,yes
kha-n1906-003542,soh-pairah,soh-pairah,noun,compound,"a fruit used for washing clothes, Kind, Kitha 5 {Bot. Sapinclus Mukorrosi).",230,0.975,1,no,pending,yes
kha-n1906-003543,soh-pdok,soh-pdok,noun,compound,a small berry; tomato.,230,0.975,1,no,pending,yes
kha-n1906-003544,soh-pdung,soh-pdung,noun,compound,"the big tubercular root of a certain plant used as a target in archery matches ; a butt. Soh-pen, «, n. a wild earth-nut.",230,0.975,1,no,pending,yes
kha-n1906-003545,soh-pet,soh-pet,noun,compound,the navel ; the ends of a twisted string.,230,0.975,1,no,pending,yes
kha-n1906-003546,soh-phan,soh-phan,noun,compound,"a jack-fruit. Sohphi, u, 72. a sour fruit about the size of a plum having a rough outside.",230,0.975,1,no,pending,yes
kha-n1906-003550,soh-pieng,soh-pieng,noun,compound,a mango.,231,0.975,1,no,pending,yes
kha-n1906-003551,soh-pong,soh-pong,noun,compound,species of fig.,231,0.975,1,no,pending,yes
kha-n1906-003552,soh-prew,soh-prew,noun,compound,"a species of fruit of a creeper, the cultivated variety of which is used as a vegetable ; {Bot. Luff a (Egyptiaca).",231,0.975,1,no,pending,yes
kha-n1906-003553,soh-pri-am,soh-pri-am,noun,compound,a guava.,231,0.975,1,no,pending,yes
kha-n1906-003554,soh-pyrshit,soh-pyrshit,noun,compound,"a small black fruit, used by some as a fish-bait, and also for making ink.",231,0.975,1,no,pending,yes
kha-n1906-003555,soh-pyrshong,soh-pyrshong,noun,compound,"a kind of fruit, — Assamese kamranga ; {Bot, A v err ho a caramhola).",231,0.975,1,no,pending,yes
kha-n1906-003557,soh-ramdieng,soh-ramdieng,noun,compound,a small fruit; {Bot. Baccauria saplda) {Beng. latka).,231,0.975,1,no,pending,yes
